epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635794968348,2021-11-01T12:29:28.348,1.400,-0.241,0.291,-0.933
1635794968388,2021-11-01T12:29:28.388,1.440,-0.239,0.297,-0.933
1635794968428,2021-11-01T12:29:28.428,1.480,-0.240,0.303,-0.928
1635794968468,2021-11-01T12:29:28.468,1.520,-0.240,0.298,-0.931
1635794968508,2021-11-01T12:29:28.508,1.560,-0.244,0.293,-0.928
1635794968548,2021-11-01T12:29:28.548,1.600,-0.242,0.297,-0.930
1635794968588,2021-11-01T12:29:28.588,1.640,-0.242,0.300,-0.935
1635794968628,2021-11-01T12:29:28.628,1.680,-0.238,0.306,-0.932
1635794968668,2021-11-01T12:29:28.668,1.720,-0.250,0.275,-0.926
1635794968708,2021-11-01T12:29:28.708,1.760,-0.243,0.278,-0.930
1635794968748,2021-11-01T12:29:28.748,1.800,-0.236,0.314,-0.931
1635794968788,2021-11-01T12:29:28.788,1.840,-0.239,0.292,-0.930
1635794968828,2021-11-01T12:29:28.828,1.880,-0.242,0.302,-0.934
1635794968868,2021-11-01T12:29:28.868,1.920,-0.239,0.308,-0.927
1635794968908,2021-11-01T12:29:28.908,1.960,-0.235,0.283,-0.932
1635794968948,2021-11-01T12:29:28.948,2.000,-0.238,0.313,-0.929
1635794968988,2021-11-01T12:29:28.988,2.040,-0.236,0.299,-0.930
1635794969028,2021-11-01T12:29:29.028,2.080,-0.235,0.311,-0.929
1635794969068,2021-11-01T12:29:29.068,2.120,-0.232,0.309,-0.929
1635794969108,2021-11-01T12:29:29.108,2.160,-0.235,0.302,-0.930
1635794969148,2021-11-01T12:29:29.148,2.200,-0.233,0.313,-0.927
1635794969188,2021-11-01T12:29:29.188,2.240,-0.230,0.305,-0.928
1635794969228,2021-11-01T12:29:29.228,2.280,-0.232,0.312,-0.927
1635794969268,2021-11-01T12:29:29.268,2.320,-0.234,0.301,-0.930
1635794969308,2021-11-01T12:29:29.308,2.360,-0.223,0.305,-0.929
1635794969348,2021-11-01T12:29:29.348,2.400,-0.224,0.348,-0.913
1635794969388,2021-11-01T12:29:29.388,2.440,-0.229,0.332,-0.924
1635794969428,2021-11-01T12:29:29.428,2.480,-0.223,0.314,-0.926
1635794969468,2021-11-01T12:29:29.468,2.520,-0.220,0.322,-0.924
1635794969508,2021-11-01T12:29:29.508,2.560,-0.222,0.334,-0.925
1635794969548,2021-11-01T12:29:29.548,2.600,-0.219,0.324,-0.924
1635794969588,2021-11-01T12:29:29.588,2.640,-0.219,0.332,-0.924
1635794969628,2021-11-01T12:29:29.628,2.680,-0.218,0.330,-0.924
1635794969668,2021-11-01T12:29:29.668,2.720,-0.218,0.325,-0.923
1635794969708,2021-11-01T12:29:29.708,2.760,-0.219,0.333,-0.922
1635794969748,2021-11-01T12:29:29.748,2.800,-0.219,0.330,-0.922
1635794969788,2021-11-01T12:29:29.788,2.840,-0.221,0.334,-0.921
1635794969828,2021-11-01T12:29:29.828,2.880,-0.221,0.330,-0.921
1635794969868,2021-11-01T12:29:29.868,2.920,-0.219,0.335,-0.921
1635794969908,2021-11-01T12:29:29.908,2.960,-0.219,0.338,-0.920
1635794969948,2021-11-01T12:29:29.948,3.000,-0.220,0.334,-0.920
1635794969988,2021-11-01T12:29:29.988,3.040,-0.219,0.336,-0.921
1635794970028,2021-11-01T12:29:30.028,3.080,-0.220,0.336,-0.921
1635794970068,2021-11-01T12:29:30.068,3.120,-0.222,0.335,-0.920
1635794970108,2021-11-01T12:29:30.108,3.160,-0.222,0.336,-0.922
1635794970148,2021-11-01T12:29:30.148,3.200,-0.222,0.330,-0.920
1635794970188,2021-11-01T12:29:30.188,3.240,-0.222,0.332,-0.921
1635794970228,2021-11-01T12:29:30.228,3.280,-0.222,0.335,-0.921
1635794970268,2021-11-01T12:29:30.268,3.320,-0.223,0.324,-0.923
1635794970308,2021-11-01T12:29:30.308,3.360,-0.224,0.335,-0.922
1635794970348,2021-11-01T12:29:30.348,3.400,-0.221,0.331,-0.921
1635794970388,2021-11-01T12:29:30.388,3.440,-0.223,0.333,-0.921
1635794970428,2021-11-01T12:29:30.428,3.480,-0.221,0.337,-0.923
1635794970468,2021-11-01T12:29:30.468,3.520,-0.219,0.329,-0.921
1635794970508,2021-11-01T12:29:30.508,3.560,-0.218,0.330,-0.921
1635794970548,2021-11-01T12:29:30.548,3.600,-0.219,0.331,-0.924
1635794970588,2021-11-01T12:29:30.588,3.640,-0.217,0.326,-0.923
1635794970628,2021-11-01T12:29:30.628,3.680,-0.219,0.333,-0.924
1635794970668,2021-11-01T12:29:30.668,3.720,-0.217,0.328,-0.922
1635794970708,2021-11-01T12:29:30.708,3.760,-0.216,0.328,-0.922
1635794970748,2021-11-01T12:29:30.748,3.800,-0.215,0.338,-0.921
1635794970788,2021-11-01T12:29:30.788,3.840,-0.216,0.327,-0.921
1635794970828,2021-11-01T12:29:30.828,3.880,-0.215,0.336,-0.923
1635794970868,2021-11-01T12:29:30.868,3.920,-0.215,0.331,-0.923
1635794970908,2021-11-01T12:29:30.908,3.960,-0.215,0.333,-0.922
1635794970948,2021-11-01T12:29:30.948,4.000,-0.215,0.334,-0.922
1635794970988,2021-11-01T12:29:30.988,4.040,-0.214,0.330,-0.921
1635794971028,2021-11-01T12:29:31.028,4.080,-0.214,0.335,-0.921
1635794971068,2021-11-01T12:29:31.068,4.120,-0.215,0.332,-0.923
1635794971108,2021-11-01T12:29:31.108,4.160,-0.216,0.334,-0.922
1635794971148,2021-11-01T12:29:31.148,4.200,-0.213,0.332,-0.922
1635794971188,2021-11-01T12:29:31.188,4.240,-0.213,0.334,-0.922
1635794971228,2021-11-01T12:29:31.228,4.280,-0.215,0.334,-0.922
1635794971268,2021-11-01T12:29:31.268,4.320,-0.213,0.335,-0.922
1635794971308,2021-11-01T12:29:31.308,4.360,-0.211,0.342,-0.919
1635794971348,2021-11-01T12:29:31.348,4.400,-0.211,0.338,-0.921
1635794971388,2021-11-01T12:29:31.388,4.440,-0.215,0.326,-0.925
1635794971428,2021-11-01T12:29:31.428,4.480,-0.217,0.322,-0.926
1635794971468,2021-11-01T12:29:31.468,4.520,-0.213,0.332,-0.922
1635794971508,2021-11-01T12:29:31.508,4.560,-0.213,0.332,-0.922
1635794971548,2021-11-01T12:29:31.548,4.600,-0.215,0.326,-0.925
1635794971588,2021-11-01T12:29:31.588,4.640,-0.214,0.333,-0.923
1635794971628,2021-11-01T12:29:31.628,4.680,-0.212,0.329,-0.923
1635794971668,2021-11-01T12:29:31.668,4.720,-0.213,0.332,-0.923
1635794971708,2021-11-01T12:29:31.708,4.760,-0.215,0.332,-0.924
1635794971748,2021-11-01T12:29:31.748,4.800,-0.213,0.329,-0.925
1635794971788,2021-11-01T12:29:31.788,4.840,-0.213,0.335,-0.923
1635794971828,2021-11-01T12:29:31.828,4.880,-0.213,0.329,-0.921
1635794971868,2021-11-01T12:29:31.868,4.920,-0.212,0.333,-0.923
1635794971908,2021-11-01T12:29:31.908,4.960,-0.213,0.335,-0.923
1635794971948,2021-11-01T12:29:31.948,5.000,-0.213,0.329,-0.924
1635794971988,2021-11-01T12:29:31.988,5.040,-0.213,0.338,-0.923
1635794972028,2021-11-01T12:29:32.028,5.080,-0.213,0.331,-0.923
1635794972068,2021-11-01T12:29:32.068,5.120,-0.211,0.333,-0.923
1635794972108,2021-11-01T12:29:32.108,5.160,-0.212,0.335,-0.923
1635794972148,2021-11-01T12:29:32.148,5.200,-0.211,0.329,-0.924
1635794972188,2021-11-01T12:29:32.188,5.240,-0.210,0.336,-0.923
1635794972228,2021-11-01T12:29:32.228,5.280,-0.213,0.330,-0.923
1635794972268,2021-11-01T12:29:32.268,5.320,-0.214,0.328,-0.924
1635794972308,2021-11-01T12:29:32.308,5.360,-0.214,0.329,-0.924
1635794972348,2021-11-01T12:29:32.348,5.400,-0.212,0.329,-0.924
1635794972388,2021-11-01T12:29:32.388,5.440,-0.213,0.331,-0.925
1635794972428,2021-11-01T12:29:32.428,5.480,-0.213,0.325,-0.923
1635794972468,2021-11-01T12:29:32.468,5.520,-0.214,0.327,-0.925
1635794972508,2021-11-01T12:29:32.508,5.560,-0.214,0.329,-0.925
1635794972548,2021-11-01T12:29:32.548,5.600,-0.214,0.321,-0.925
1635794972588,2021-11-01T12:29:32.588,5.640,-0.215,0.331,-0.924
1635794972628,2021-11-01T12:29:32.628,5.680,-0.214,0.324,-0.925
1635794972668,2021-11-01T12:29:32.668,5.720,-0.213,0.329,-0.925
1635794972708,2021-11-01T12:29:32.708,5.760,-0.213,0.331,-0.926
1635794972748,2021-11-01T12:29:32.748,5.800,-0.214,0.323,-0.927
1635794972788,2021-11-01T12:29:32.788,5.840,-0.215,0.322,-0.925
1635794972828,2021-11-01T12:29:32.828,5.880,-0.213,0.332,-0.927
1635794972868,2021-11-01T12:29:32.868,5.920,-0.214,0.323,-0.924
1635794972908,2021-11-01T12:29:32.908,5.960,-0.214,0.325,-0.925
1635794972948,2021-11-01T12:29:32.948,6.000,-0.213,0.332,-0.924
1635794972988,2021-11-01T12:29:32.988,6.040,-0.213,0.324,-0.925
1635794973028,2021-11-01T12:29:33.028,6.080,-0.214,0.330,-0.924
1635794973068,2021-11-01T12:29:33.068,6.120,-0.212,0.330,-0.923
1635794973108,2021-11-01T12:29:33.108,6.160,-0.212,0.326,-0.924
1635794973148,2021-11-01T12:29:33.148,6.200,-0.212,0.331,-0.927
1635794973188,2021-11-01T12:29:33.188,6.240,-0.215,0.321,-0.924
1635794973228,2021-11-01T12:29:33.228,6.280,-0.213,0.323,-0.925
1635794973268,2021-11-01T12:29:33.268,6.320,-0.209,0.320,-0.928
1635794973308,2021-11-01T12:29:33.308,6.360,-0.211,0.323,-0.925
1635794973348,2021-11-01T12:29:33.348,6.400,-0.211,0.323,-0.927
1635794973388,2021-11-01T12:29:33.388,6.440,-0.210,0.322,-0.928
1635794973428,2021-11-01T12:29:33.428,6.480,-0.210,0.324,-0.926
1635794973468,2021-11-01T12:29:33.468,6.520,-0.212,0.322,-0.925
1635794973508,2021-11-01T12:29:33.508,6.560,-0.212,0.324,-0.926
1635794973548,2021-11-01T12:29:33.548,6.600,-0.211,0.323,-0.926
1635794973588,2021-11-01T12:29:33.588,6.640,-0.213,0.321,-0.927
1635794973628,2021-11-01T12:29:33.628,6.680,-0.212,0.322,-0.927
1635794973668,2021-11-01T12:29:33.668,6.720,-0.211,0.323,-0.927
1635794973708,2021-11-01T12:29:33.708,6.760,-0.212,0.321,-0.928
1635794973748,2021-11-01T12:29:33.748,6.800,-0.212,0.323,-0.927
1635794973788,2021-11-01T12:29:33.788,6.840,-0.212,0.322,-0.927
1635794973828,2021-11-01T12:29:33.828,6.880,-0.213,0.321,-0.927
1635794973868,2021-11-01T12:29:33.868,6.920,-0.212,0.322,-0.927
1635794973908,2021-11-01T12:29:33.908,6.960,-0.211,0.323,-0.927
1635794973948,2021-11-01T12:29:33.948,7.000,-0.211,0.324,-0.926
1635794973988,2021-11-01T12:29:33.988,7.040,-0.212,0.322,-0.927
1635794974028,2021-11-01T12:29:34.028,7.080,-0.212,0.323,-0.926
1635794974068,2021-11-01T12:29:34.068,7.120,-0.213,0.324,-0.926
1635794974108,2021-11-01T12:29:34.108,7.160,-0.212,0.323,-0.927
1635794974148,2021-11-01T12:29:34.148,7.200,-0.212,0.324,-0.926
1635794974188,2021-11-01T12:29:34.188,7.240,-0.213,0.322,-0.927
1635794974228,2021-11-01T12:29:34.228,7.280,-0.212,0.325,-0.926
1635794974268,2021-11-01T12:29:34.268,7.320,-0.212,0.323,-0.927
1635794974308,2021-11-01T12:29:34.308,7.360,-0.212,0.321,-0.927
1635794974348,2021-11-01T12:29:34.348,7.400,-0.212,0.323,-0.926
1635794974388,2021-11-01T12:29:34.388,7.440,-0.212,0.323,-0.926
1635794974428,2021-11-01T12:29:34.428,7.480,-0.212,0.323,-0.926
1635794974468,2021-11-01T12:29:34.468,7.520,-0.213,0.322,-0.926
1635794974508,2021-11-01T12:29:34.508,7.560,-0.212,0.325,-0.926
1635794974548,2021-11-01T12:29:34.548,7.600,-0.212,0.323,-0.927
1635794974588,2021-11-01T12:29:34.588,7.640,-0.213,0.323,-0.926
1635794974628,2021-11-01T12:29:34.628,7.680,-0.213,0.325,-0.926
1635794974668,2021-11-01T12:29:34.668,7.720,-0.211,0.324,-0.926
1635794974708,2021-11-01T12:29:34.708,7.760,-0.213,0.323,-0.925
1635794974748,2021-11-01T12:29:34.748,7.800,-0.212,0.323,-0.926
1635794974788,2021-11-01T12:29:34.788,7.840,-0.212,0.324,-0.926
1635794974828,2021-11-01T12:29:34.828,7.880,-0.212,0.322,-0.927
1635794974868,2021-11-01T12:29:34.868,7.920,-0.212,0.324,-0.926
1635794974908,2021-11-01T12:29:34.908,7.960,-0.212,0.326,-0.926
1635794974948,2021-11-01T12:29:34.948,8.000,-0.213,0.323,-0.926
1635794974988,2021-11-01T12:29:34.988,8.040,-0.213,0.323,-0.927
1635794975028,2021-11-01T12:29:35.028,8.080,-0.212,0.323,-0.926
1635794975068,2021-11-01T12:29:35.068,8.120,-0.213,0.322,-0.927
1635794975108,2021-11-01T12:29:35.108,8.160,-0.213,0.323,-0.926
1635794975148,2021-11-01T12:29:35.148,8.200,-0.211,0.325,-0.927
1635794975188,2021-11-01T12:29:35.188,8.240,-0.212,0.324,-0.926
1635794975228,2021-11-01T12:29:35.228,8.280,-0.211,0.323,-0.926
1635794975268,2021-11-01T12:29:35.268,8.320,-0.212,0.327,-0.927
1635794975308,2021-11-01T12:29:35.308,8.360,-0.213,0.322,-0.926
1635794975348,2021-11-01T12:29:35.348,8.400,-0.212,0.325,-0.926
1635794975388,2021-11-01T12:29:35.388,8.440,-0.213,0.324,-0.926
1635794975428,2021-11-01T12:29:35.428,8.480,-0.212,0.324,-0.926
1635794975468,2021-11-01T12:29:35.468,8.520,-0.213,0.325,-0.926
1635794975508,2021-11-01T12:29:35.508,8.560,-0.213,0.323,-0.925
1635794975548,2021-11-01T12:29:35.548,8.600,-0.212,0.324,-0.926
1635794975588,2021-11-01T12:29:35.588,8.640,-0.212,0.322,-0.926
1635794975628,2021-11-01T12:29:35.628,8.680,-0.213,0.325,-0.926
1635794975668,2021-11-01T12:29:35.668,8.720,-0.213,0.325,-0.926
1635794975708,2021-11-01T12:29:35.708,8.760,-0.212,0.323,-0.926
1635794975748,2021-11-01T12:29:35.748,8.800,-0.213,0.326,-0.926
1635794975788,2021-11-01T12:29:35.788,8.840,-0.212,0.324,-0.926
1635794975828,2021-11-01T12:29:35.828,8.880,-0.212,0.325,-0.926
1635794975868,2021-11-01T12:29:35.868,8.920,-0.213,0.324,-0.926
1635794975908,2021-11-01T12:29:35.908,8.960,-0.212,0.320,-0.927
1635794975948,2021-11-01T12:29:35.948,9.000,-0.214,0.324,-0.926
1635794975988,2021-11-01T12:29:35.988,9.040,-0.213,0.324,-0.926
1635794976028,2021-11-01T12:29:36.028,9.080,-0.212,0.325,-0.926
1635794976068,2021-11-01T12:29:36.068,9.120,-0.213,0.320,-0.928
1635794976108,2021-11-01T12:29:36.108,9.160,-0.212,0.323,-0.926
1635794976148,2021-11-01T12:29:36.148,9.200,-0.213,0.325,-0.925
1635794976188,2021-11-01T12:29:36.188,9.240,-0.213,0.320,-0.926
1635794976228,2021-11-01T12:29:36.228,9.280,-0.213,0.324,-0.928
1635794976268,2021-11-01T12:29:36.268,9.320,-0.212,0.319,-0.928
1635794976308,2021-11-01T12:29:36.308,9.360,-0.211,0.325,-0.928
1635794976348,2021-11-01T12:29:36.348,9.400,-0.212,0.325,-0.926
1635794976388,2021-11-01T12:29:36.388,9.440,-0.211,0.325,-0.924
1635794976428,2021-11-01T12:29:36.428,9.480,-0.209,0.327,-0.926
1635794976468,2021-11-01T12:29:36.468,9.520,-0.209,0.327,-0.925
1635794976508,2021-11-01T12:29:36.508,9.560,-0.209,0.324,-0.927
1635794976548,2021-11-01T12:29:36.548,9.600,-0.209,0.326,-0.926
1635794976588,2021-11-01T12:29:36.588,9.640,-0.210,0.327,-0.926
1635794976628,2021-11-01T12:29:36.628,9.680,-0.211,0.324,-0.926
1635794976668,2021-11-01T12:29:36.668,9.720,-0.210,0.325,-0.927
1635794976708,2021-11-01T12:29:36.708,9.760,-0.210,0.325,-0.927
1635794976748,2021-11-01T12:29:36.748,9.800,-0.211,0.323,-0.926
1635794976788,2021-11-01T12:29:36.788,9.840,-0.210,0.325,-0.925
1635794976828,2021-11-01T12:29:36.828,9.880,-0.211,0.326,-0.926
1635794976868,2021-11-01T12:29:36.868,9.920,-0.211,0.322,-0.927
1635794976908,2021-11-01T12:29:36.908,9.960,-0.210,0.324,-0.927
1635794976948,2021-11-01T12:29:36.948,10.000,-0.211,0.324,-0.926
1635794976988,2021-11-01T12:29:36.988,10.040,-0.210,0.321,-0.926
1635794977028,2021-11-01T12:29:37.028,10.080,-0.210,0.325,-0.926
1635794977068,2021-11-01T12:29:37.068,10.120,-0.211,0.321,-0.926
1635794977108,2021-11-01T12:29:37.108,10.160,-0.210,0.328,-0.926
1635794977148,2021-11-01T12:29:37.148,10.200,-0.211,0.322,-0.926
1635794977188,2021-11-01T12:29:37.188,10.240,-0.211,0.322,-0.927
1635794977228,2021-11-01T12:29:37.228,10.280,-0.211,0.325,-0.928
1635794977268,2021-11-01T12:29:37.268,10.320,-0.211,0.324,-0.927
1635794977308,2021-11-01T12:29:37.308,10.360,-0.210,0.324,-0.926
1635794977348,2021-11-01T12:29:37.348,10.400,-0.210,0.327,-0.925
1635794977388,2021-11-01T12:29:37.388,10.440,-0.212,0.324,-0.925
1635794977428,2021-11-01T12:29:37.428,10.480,-0.211,0.323,-0.927
1635794977468,2021-11-01T12:29:37.468,10.520,-0.212,0.323,-0.928
1635794977508,2021-11-01T12:29:37.508,10.560,-0.211,0.323,-0.926
1635794977548,2021-11-01T12:29:37.548,10.600,-0.210,0.322,-0.927
1635794977588,2021-11-01T12:29:37.588,10.640,-0.212,0.324,-0.926
1635794977628,2021-11-01T12:29:37.628,10.680,-0.212,0.323,-0.927
1635794977668,2021-11-01T12:29:37.668,10.720,-0.212,0.322,-0.927
1635794977708,2021-11-01T12:29:37.708,10.760,-0.212,0.323,-0.927
1635794977748,2021-11-01T12:29:37.748,10.800,-0.213,0.324,-0.927
1635794977788,2021-11-01T12:29:37.788,10.840,-0.210,0.322,-0.926
1635794977828,2021-11-01T12:29:37.828,10.880,-0.213,0.325,-0.927
1635794977868,2021-11-01T12:29:37.868,10.920,-0.212,0.321,-0.926
1635794977908,2021-11-01T12:29:37.908,10.960,-0.212,0.323,-0.927
1635794977948,2021-11-01T12:29:37.948,11.000,-0.212,0.324,-0.926
1635794977988,2021-11-01T12:29:37.988,11.040,-0.212,0.324,-0.926
1635794978028,2021-11-01T12:29:38.028,11.080,-0.212,0.324,-0.927
1635794978068,2021-11-01T12:29:38.068,11.120,-0.212,0.322,-0.927
1635794978108,2021-11-01T12:29:38.108,11.160,-0.212,0.324,-0.926
1635794978148,2021-11-01T12:29:38.148,11.200,-0.210,0.322,-0.927
1635794978188,2021-11-01T12:29:38.188,11.240,-0.211,0.325,-0.926
1635794978228,2021-11-01T12:29:38.228,11.280,-0.212,0.322,-0.926
1635794978268,2021-11-01T12:29:38.268,11.320,-0.213,0.322,-0.927
1635794978308,2021-11-01T12:29:38.308,11.360,-0.212,0.323,-0.927
1635794978348,2021-11-01T12:29:38.348,11.400,-0.212,0.322,-0.927
1635794978388,2021-11-01T12:29:38.388,11.440,-0.212,0.321,-0.927
1635794978428,2021-11-01T12:29:38.428,11.480,-0.212,0.325,-0.926
1635794978468,2021-11-01T12:29:38.468,11.520,-0.211,0.320,-0.927
1635794978508,2021-11-01T12:29:38.508,11.560,-0.212,0.323,-0.927
1635794978548,2021-11-01T12:29:38.548,11.600,-0.211,0.324,-0.927
1635794978588,2021-11-01T12:29:38.588,11.640,-0.211,0.323,-0.927
1635794978628,2021-11-01T12:29:38.628,11.680,-0.212,0.323,-0.926
1635794978668,2021-11-01T12:29:38.668,11.720,-0.212,0.323,-0.925
1635794978708,2021-11-01T12:29:38.708,11.760,-0.212,0.323,-0.926
1635794978748,2021-11-01T12:29:38.748,11.800,-0.212,0.323,-0.927
1635794978788,2021-11-01T12:29:38.788,11.840,-0.212,0.322,-0.927
1635794978828,2021-11-01T12:29:38.828,11.880,-0.212,0.324,-0.926
1635794978868,2021-11-01T12:29:38.868,11.920,-0.211,0.322,-0.927
1635794978908,2021-11-01T12:29:38.908,11.960,-0.213,0.324,-0.927
1635794978948,2021-11-01T12:29:38.948,12.000,-0.212,0.322,-0.927
1635794978988,2021-11-01T12:29:38.988,12.040,-0.213,0.324,-0.926
1635794979028,2021-11-01T12:29:39.028,12.080,-0.212,0.323,-0.926
1635794979068,2021-11-01T12:29:39.068,12.120,-0.211,0.323,-0.927
1635794979108,2021-11-01T12:29:39.108,12.160,-0.211,0.324,-0.927
1635794979148,2021-11-01T12:29:39.148,12.200,-0.212,0.323,-0.926
1635794979188,2021-11-01T12:29:39.188,12.240,-0.211,0.321,-0.926
1635794979228,2021-11-01T12:29:39.228,12.280,-0.212,0.324,-0.927
1635794979268,2021-11-01T12:29:39.268,12.320,-0.211,0.323,-0.926
1635794979308,2021-11-01T12:29:39.308,12.360,-0.212,0.321,-0.927
1635794979348,2021-11-01T12:29:39.348,12.400,-0.212,0.324,-0.926
1635794979388,2021-11-01T12:29:39.388,12.440,-0.212,0.323,-0.926
1635794979428,2021-11-01T12:29:39.428,12.480,-0.212,0.323,-0.926
1635794979468,2021-11-01T12:29:39.468,12.520,-0.212,0.324,-0.926
1635794979508,2021-11-01T12:29:39.508,12.560,-0.212,0.323,-0.927
1635794979548,2021-11-01T12:29:39.548,12.600,-0.212,0.322,-0.927
1635794979588,2021-11-01T12:29:39.588,12.640,-0.211,0.323,-0.927
1635794979628,2021-11-01T12:29:39.628,12.680,-0.212,0.323,-0.926
1635794979668,2021-11-01T12:29:39.668,12.720,-0.213,0.322,-0.926
1635794979708,2021-11-01T12:29:39.708,12.760,-0.212,0.323,-0.927
1635794979748,2021-11-01T12:29:39.748,12.800,-0.212,0.323,-0.926
1635794979788,2021-11-01T12:29:39.788,12.840,-0.212,0.320,-0.928
1635794979828,2021-11-01T12:29:39.828,12.880,-0.212,0.322,-0.927
1635794979868,2021-11-01T12:29:39.868,12.920,-0.213,0.321,-0.928
1635794979908,2021-11-01T12:29:39.908,12.960,-0.212,0.322,-0.926
1635794979948,2021-11-01T12:29:39.948,13.000,-0.211,0.323,-0.927
1635794979988,2021-11-01T12:29:39.988,13.040,-0.212,0.320,-0.927
1635794980028,2021-11-01T12:29:40.028,13.080,-0.211,0.323,-0.926
1635794980068,2021-11-01T12:29:40.068,13.120,-0.212,0.320,-0.928
1635794980108,2021-11-01T12:29:40.108,13.160,-0.212,0.321,-0.927
1635794980148,2021-11-01T12:29:40.148,13.200,-0.211,0.322,-0.926
1635794980188,2021-11-01T12:29:40.188,13.240,-0.211,0.322,-0.926
1635794980228,2021-11-01T12:29:40.228,13.280,-0.212,0.322,-0.927
1635794980268,2021-11-01T12:29:40.268,13.320,-0.212,0.322,-0.927
1635794980308,2021-11-01T12:29:40.308,13.360,-0.212,0.320,-0.927
1635794980348,2021-11-01T12:29:40.348,13.400,-0.212,0.322,-0.927
1635794980388,2021-11-01T12:29:40.388,13.440,-0.212,0.323,-0.927
1635794980428,2021-11-01T12:29:40.428,13.480,-0.212,0.321,-0.927
1635794980468,2021-11-01T12:29:40.468,13.520,-0.212,0.324,-0.927
1635794980508,2021-11-01T12:29:40.508,13.560,-0.213,0.320,-0.927
1635794980548,2021-11-01T12:29:40.548,13.600,-0.212,0.320,-0.928
1635794980588,2021-11-01T12:29:40.588,13.640,-0.213,0.322,-0.926
1635794980628,2021-11-01T12:29:40.628,13.680,-0.213,0.319,-0.927
1635794980668,2021-11-01T12:29:40.668,13.720,-0.212,0.322,-0.928
1635794980708,2021-11-01T12:29:40.708,13.760,-0.212,0.321,-0.927
1635794980748,2021-11-01T12:29:40.748,13.800,-0.213,0.320,-0.927
1635794980788,2021-11-01T12:29:40.788,13.840,-0.211,0.323,-0.927
1635794980828,2021-11-01T12:29:40.828,13.880,-0.213,0.322,-0.927
1635794980868,2021-11-01T12:29:40.868,13.920,-0.213,0.322,-0.926
1635794980908,2021-11-01T12:29:40.908,13.960,-0.212,0.323,-0.926
1635794980948,2021-11-01T12:29:40.948,14.000,-0.212,0.321,-0.927
1635794980988,2021-11-01T12:29:40.988,14.040,-0.212,0.322,-0.927
1635794981028,2021-11-01T12:29:41.028,14.080,-0.211,0.322,-0.927
1635794981068,2021-11-01T12:29:41.068,14.120,-0.211,0.319,-0.927
1635794981108,2021-11-01T12:29:41.108,14.160,-0.211,0.323,-0.927
1635794981148,2021-11-01T12:29:41.148,14.200,-0.214,0.321,-0.928
