epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635769136396,2021-11-01T05:18:56.396,2.120,-0.225,0.167,-0.971
1635769136436,2021-11-01T05:18:56.436,2.160,-0.225,0.169,-0.972
1635769136476,2021-11-01T05:18:56.476,2.200,-0.225,0.168,-0.970
1635769136516,2021-11-01T05:18:56.516,2.240,-0.224,0.167,-0.970
1635769136556,2021-11-01T05:18:56.556,2.280,-0.225,0.165,-0.971
1635769136596,2021-11-01T05:18:56.596,2.320,-0.226,0.169,-0.971
1635769136636,2021-11-01T05:18:56.636,2.360,-0.225,0.163,-0.972
1635769136676,2021-11-01T05:18:56.676,2.400,-0.226,0.166,-0.970
1635769136716,2021-11-01T05:18:56.716,2.440,-0.225,0.168,-0.969
1635769136756,2021-11-01T05:18:56.756,2.480,-0.224,0.165,-0.971
1635769136796,2021-11-01T05:18:56.796,2.520,-0.227,0.168,-0.970
1635769136836,2021-11-01T05:18:56.836,2.560,-0.225,0.167,-0.970
1635769136876,2021-11-01T05:18:56.876,2.600,-0.224,0.167,-0.971
1635769136916,2021-11-01T05:18:56.916,2.640,-0.226,0.171,-0.969
1635769136956,2021-11-01T05:18:56.956,2.680,-0.225,0.168,-0.971
1635769136996,2021-11-01T05:18:56.996,2.720,-0.224,0.170,-0.971
1635769137036,2021-11-01T05:18:57.036,2.760,-0.224,0.170,-0.971
1635769137076,2021-11-01T05:18:57.076,2.800,-0.225,0.169,-0.970
1635769137116,2021-11-01T05:18:57.116,2.840,-0.225,0.170,-0.970
1635769137156,2021-11-01T05:18:57.156,2.880,-0.224,0.172,-0.969
1635769137196,2021-11-01T05:18:57.196,2.920,-0.224,0.170,-0.970
1635769137236,2021-11-01T05:18:57.236,2.960,-0.224,0.173,-0.970
1635769137276,2021-11-01T05:18:57.276,3.000,-0.223,0.173,-0.970
1635769137316,2021-11-01T05:18:57.316,3.040,-0.224,0.169,-0.970
1635769137356,2021-11-01T05:18:57.356,3.080,-0.222,0.171,-0.970
1635769137396,2021-11-01T05:18:57.396,3.120,-0.228,0.175,-0.967
1635769137436,2021-11-01T05:18:57.436,3.160,-0.224,0.173,-0.972
1635769137476,2021-11-01T05:18:57.476,3.200,-0.217,0.165,-0.972
1635769137516,2021-11-01T05:18:57.516,3.240,-0.221,0.180,-0.968
1635769137556,2021-11-01T05:18:57.556,3.280,-0.209,0.182,-0.970
1635769137596,2021-11-01T05:18:57.596,3.320,-0.205,0.197,-0.968
1635769137636,2021-11-01T05:18:57.636,3.360,-0.208,0.185,-0.971
1635769137676,2021-11-01T05:18:57.676,3.400,-0.202,0.194,-0.971
1635769137716,2021-11-01T05:18:57.716,3.440,-0.207,0.170,-0.970
1635769137756,2021-11-01T05:18:57.756,3.480,-0.207,0.128,-0.981
1635769137796,2021-11-01T05:18:57.796,3.520,-0.197,0.171,-0.976
1635769137836,2021-11-01T05:18:57.836,3.560,-0.192,0.165,-0.976
1635769137876,2021-11-01T05:18:57.876,3.600,-0.194,0.158,-0.979
1635769137916,2021-11-01T05:18:57.916,3.640,-0.195,0.158,-0.978
1635769137956,2021-11-01T05:18:57.956,3.680,-0.195,0.150,-0.978
1635769137996,2021-11-01T05:18:57.996,3.720,-0.187,0.162,-0.980
1635769138036,2021-11-01T05:18:58.036,3.760,-0.184,0.150,-0.978
1635769138076,2021-11-01T05:18:58.076,3.800,-0.183,0.153,-0.980
1635769138116,2021-11-01T05:18:58.116,3.840,-0.181,0.159,-0.981
1635769138156,2021-11-01T05:18:58.156,3.880,-0.187,0.151,-0.979
1635769138196,2021-11-01T05:18:58.196,3.920,-0.184,0.172,-0.976
1635769138236,2021-11-01T05:18:58.236,3.960,-0.178,0.181,-0.976
1635769138276,2021-11-01T05:18:58.276,4.000,-0.182,0.163,-0.979
1635769138316,2021-11-01T05:18:58.316,4.040,-0.185,0.166,-0.977
1635769138356,2021-11-01T05:18:58.356,4.080,-0.185,0.171,-0.977
1635769138396,2021-11-01T05:18:58.396,4.120,-0.183,0.170,-0.976
1635769138436,2021-11-01T05:18:58.436,4.160,-0.181,0.178,-0.977
1635769138476,2021-11-01T05:18:58.476,4.200,-0.188,0.170,-0.976
1635769138516,2021-11-01T05:18:58.516,4.240,-0.185,0.172,-0.977
1635769138556,2021-11-01T05:18:58.556,4.280,-0.186,0.176,-0.975
1635769138596,2021-11-01T05:18:58.596,4.320,-0.188,0.178,-0.974
1635769138636,2021-11-01T05:18:58.636,4.360,-0.189,0.177,-0.974
1635769138676,2021-11-01T05:18:58.676,4.400,-0.190,0.174,-0.974
1635769138716,2021-11-01T05:18:58.716,4.440,-0.190,0.179,-0.973
1635769138756,2021-11-01T05:18:58.756,4.480,-0.191,0.178,-0.974
1635769138796,2021-11-01T05:18:58.796,4.520,-0.190,0.181,-0.973
1635769138836,2021-11-01T05:18:58.836,4.560,-0.191,0.181,-0.974
1635769138876,2021-11-01T05:18:58.876,4.600,-0.192,0.178,-0.973
1635769138916,2021-11-01T05:18:58.916,4.640,-0.192,0.183,-0.974
1635769138956,2021-11-01T05:18:58.956,4.680,-0.195,0.177,-0.973
1635769138996,2021-11-01T05:18:58.996,4.720,-0.193,0.182,-0.971
1635769139036,2021-11-01T05:18:59.036,4.760,-0.192,0.180,-0.974
1635769139076,2021-11-01T05:18:59.076,4.800,-0.193,0.183,-0.974
1635769139116,2021-11-01T05:18:59.116,4.840,-0.196,0.177,-0.973
1635769139156,2021-11-01T05:18:59.156,4.880,-0.196,0.175,-0.973
1635769139196,2021-11-01T05:18:59.196,4.920,-0.194,0.184,-0.973
1635769139236,2021-11-01T05:18:59.236,4.960,-0.193,0.180,-0.973
1635769139276,2021-11-01T05:18:59.276,5.000,-0.195,0.176,-0.972
1635769139316,2021-11-01T05:18:59.316,5.040,-0.195,0.183,-0.972
1635769139356,2021-11-01T05:18:59.356,5.080,-0.194,0.180,-0.973
1635769139396,2021-11-01T05:18:59.396,5.120,-0.195,0.181,-0.973
1635769139436,2021-11-01T05:18:59.436,5.160,-0.194,0.183,-0.973
1635769139476,2021-11-01T05:18:59.476,5.200,-0.193,0.182,-0.973
1635769139516,2021-11-01T05:18:59.516,5.240,-0.194,0.181,-0.971
1635769139556,2021-11-01T05:18:59.556,5.280,-0.194,0.181,-0.972
1635769139596,2021-11-01T05:18:59.596,5.320,-0.193,0.180,-0.973
1635769139636,2021-11-01T05:18:59.636,5.360,-0.195,0.180,-0.974
1635769139676,2021-11-01T05:18:59.676,5.400,-0.195,0.183,-0.973
1635769139716,2021-11-01T05:18:59.716,5.440,-0.193,0.180,-0.973
1635769139756,2021-11-01T05:18:59.756,5.480,-0.194,0.182,-0.972
1635769139796,2021-11-01T05:18:59.796,5.520,-0.195,0.180,-0.973
1635769139836,2021-11-01T05:18:59.836,5.560,-0.195,0.183,-0.973
1635769139876,2021-11-01T05:18:59.876,5.600,-0.193,0.183,-0.973
1635769139916,2021-11-01T05:18:59.916,5.640,-0.195,0.178,-0.973
1635769139956,2021-11-01T05:18:59.956,5.680,-0.195,0.183,-0.971
1635769139996,2021-11-01T05:18:59.996,5.720,-0.192,0.184,-0.972
1635769140036,2021-11-01T05:19:00.036,5.760,-0.194,0.183,-0.973
1635769140076,2021-11-01T05:19:00.076,5.800,-0.195,0.183,-0.971
1635769140116,2021-11-01T05:19:00.116,5.840,-0.194,0.182,-0.973
1635769140156,2021-11-01T05:19:00.156,5.880,-0.195,0.181,-0.974
1635769140196,2021-11-01T05:19:00.196,5.920,-0.194,0.185,-0.972
1635769140236,2021-11-01T05:19:00.236,5.960,-0.195,0.182,-0.972
1635769140276,2021-11-01T05:19:00.276,6.000,-0.195,0.181,-0.972
1635769140316,2021-11-01T05:19:00.316,6.040,-0.196,0.185,-0.972
1635769140356,2021-11-01T05:19:00.356,6.080,-0.196,0.183,-0.972
1635769140396,2021-11-01T05:19:00.396,6.120,-0.196,0.183,-0.972
1635769140436,2021-11-01T05:19:00.436,6.160,-0.195,0.182,-0.973
1635769140476,2021-11-01T05:19:00.476,6.200,-0.195,0.184,-0.972
1635769140516,2021-11-01T05:19:00.516,6.240,-0.195,0.184,-0.972
1635769140556,2021-11-01T05:19:00.556,6.280,-0.196,0.183,-0.972
1635769140596,2021-11-01T05:19:00.596,6.320,-0.196,0.184,-0.971
1635769140636,2021-11-01T05:19:00.636,6.360,-0.196,0.184,-0.971
1635769140676,2021-11-01T05:19:00.676,6.400,-0.196,0.184,-0.973
1635769140716,2021-11-01T05:19:00.716,6.440,-0.196,0.181,-0.972
1635769140756,2021-11-01T05:19:00.756,6.480,-0.196,0.182,-0.972
1635769140796,2021-11-01T05:19:00.796,6.520,-0.196,0.183,-0.972
1635769140836,2021-11-01T05:19:00.836,6.560,-0.197,0.182,-0.972
1635769140876,2021-11-01T05:19:00.876,6.600,-0.196,0.181,-0.972
1635769140916,2021-11-01T05:19:00.916,6.640,-0.197,0.181,-0.971
1635769140956,2021-11-01T05:19:00.956,6.680,-0.196,0.184,-0.970
1635769140996,2021-11-01T05:19:00.996,6.720,-0.196,0.182,-0.971
1635769141036,2021-11-01T05:19:01.036,6.760,-0.196,0.183,-0.971
1635769141076,2021-11-01T05:19:01.076,6.800,-0.198,0.182,-0.970
1635769141116,2021-11-01T05:19:01.116,6.840,-0.198,0.182,-0.972
1635769141156,2021-11-01T05:19:01.156,6.880,-0.195,0.185,-0.973
1635769141196,2021-11-01T05:19:01.196,6.920,-0.196,0.182,-0.973
1635769141236,2021-11-01T05:19:01.236,6.960,-0.196,0.184,-0.971
1635769141276,2021-11-01T05:19:01.276,7.000,-0.197,0.184,-0.971
1635769141316,2021-11-01T05:19:01.316,7.040,-0.196,0.184,-0.972
1635769141356,2021-11-01T05:19:01.356,7.080,-0.198,0.181,-0.972
1635769141396,2021-11-01T05:19:01.396,7.120,-0.197,0.184,-0.971
1635769141436,2021-11-01T05:19:01.436,7.160,-0.196,0.185,-0.973
1635769141476,2021-11-01T05:19:01.476,7.200,-0.196,0.183,-0.973
1635769141516,2021-11-01T05:19:01.516,7.240,-0.196,0.184,-0.971
1635769141556,2021-11-01T05:19:01.556,7.280,-0.196,0.183,-0.971
1635769141596,2021-11-01T05:19:01.596,7.320,-0.197,0.183,-0.973
1635769141636,2021-11-01T05:19:01.636,7.360,-0.198,0.184,-0.972
1635769141676,2021-11-01T05:19:01.676,7.400,-0.198,0.184,-0.971
1635769141716,2021-11-01T05:19:01.716,7.440,-0.196,0.185,-0.971
1635769141756,2021-11-01T05:19:01.756,7.480,-0.199,0.183,-0.973
1635769141796,2021-11-01T05:19:01.796,7.520,-0.197,0.186,-0.969
1635769141836,2021-11-01T05:19:01.836,7.560,-0.197,0.185,-0.971
1635769141876,2021-11-01T05:19:01.876,7.600,-0.198,0.185,-0.971
1635769141916,2021-11-01T05:19:01.916,7.640,-0.199,0.185,-0.970
1635769141956,2021-11-01T05:19:01.956,7.680,-0.195,0.181,-0.971
1635769141996,2021-11-01T05:19:01.996,7.720,-0.198,0.187,-0.971
1635769142036,2021-11-01T05:19:02.036,7.760,-0.199,0.185,-0.969
1635769142076,2021-11-01T05:19:02.076,7.800,-0.200,0.184,-0.972
1635769142116,2021-11-01T05:19:02.116,7.840,-0.201,0.182,-0.972
1635769142156,2021-11-01T05:19:02.156,7.880,-0.199,0.183,-0.971
1635769142196,2021-11-01T05:19:02.196,7.920,-0.201,0.181,-0.972
1635769142236,2021-11-01T05:19:02.236,7.960,-0.202,0.181,-0.972
1635769142276,2021-11-01T05:19:02.276,8.000,-0.202,0.182,-0.971
1635769142316,2021-11-01T05:19:02.316,8.040,-0.200,0.181,-0.969
1635769142356,2021-11-01T05:19:02.356,8.080,-0.203,0.181,-0.972
1635769142396,2021-11-01T05:19:02.396,8.120,-0.205,0.181,-0.972
1635769142436,2021-11-01T05:19:02.436,8.160,-0.205,0.179,-0.972
1635769142476,2021-11-01T05:19:02.476,8.200,-0.206,0.179,-0.972
1635769142516,2021-11-01T05:19:02.516,8.240,-0.205,0.180,-0.970
1635769142556,2021-11-01T05:19:02.556,8.280,-0.206,0.180,-0.971
1635769142596,2021-11-01T05:19:02.596,8.320,-0.206,0.179,-0.970
1635769142636,2021-11-01T05:19:02.636,8.360,-0.205,0.180,-0.972
1635769142676,2021-11-01T05:19:02.676,8.400,-0.207,0.178,-0.971
1635769142716,2021-11-01T05:19:02.716,8.440,-0.206,0.180,-0.971
1635769142756,2021-11-01T05:19:02.756,8.480,-0.205,0.179,-0.971
1635769142796,2021-11-01T05:19:02.796,8.520,-0.206,0.180,-0.970
1635769142836,2021-11-01T05:19:02.836,8.560,-0.206,0.180,-0.969
1635769142876,2021-11-01T05:19:02.876,8.600,-0.206,0.179,-0.971
1635769142916,2021-11-01T05:19:02.916,8.640,-0.206,0.178,-0.971
1635769142956,2021-11-01T05:19:02.956,8.680,-0.205,0.182,-0.970
1635769142996,2021-11-01T05:19:02.996,8.720,-0.204,0.179,-0.970
1635769143036,2021-11-01T05:19:03.036,8.760,-0.206,0.177,-0.972
1635769143076,2021-11-01T05:19:03.076,8.800,-0.205,0.178,-0.971
1635769143116,2021-11-01T05:19:03.116,8.840,-0.205,0.178,-0.971
1635769143156,2021-11-01T05:19:03.156,8.880,-0.206,0.177,-0.970
1635769143196,2021-11-01T05:19:03.196,8.920,-0.205,0.178,-0.972
1635769143236,2021-11-01T05:19:03.236,8.960,-0.206,0.177,-0.971
1635769143276,2021-11-01T05:19:03.276,9.000,-0.206,0.179,-0.971
1635769143316,2021-11-01T05:19:03.316,9.040,-0.206,0.176,-0.972
1635769143356,2021-11-01T05:19:03.356,9.080,-0.206,0.176,-0.972
1635769143396,2021-11-01T05:19:03.396,9.120,-0.205,0.178,-0.971
1635769143436,2021-11-01T05:19:03.436,9.160,-0.206,0.175,-0.971
1635769143476,2021-11-01T05:19:03.476,9.200,-0.206,0.178,-0.972
1635769143516,2021-11-01T05:19:03.516,9.240,-0.206,0.178,-0.971
1635769143556,2021-11-01T05:19:03.556,9.280,-0.206,0.177,-0.971
1635769143596,2021-11-01T05:19:03.596,9.320,-0.207,0.177,-0.971
1635769143636,2021-11-01T05:19:03.636,9.360,-0.206,0.176,-0.971
1635769143676,2021-11-01T05:19:03.676,9.400,-0.205,0.177,-0.971
1635769143716,2021-11-01T05:19:03.716,9.440,-0.205,0.178,-0.972
1635769143756,2021-11-01T05:19:03.756,9.480,-0.206,0.176,-0.971
1635769143796,2021-11-01T05:19:03.796,9.520,-0.206,0.177,-0.971
1635769143836,2021-11-01T05:19:03.836,9.560,-0.206,0.176,-0.972
1635769143876,2021-11-01T05:19:03.876,9.600,-0.206,0.176,-0.972
1635769143916,2021-11-01T05:19:03.916,9.640,-0.207,0.178,-0.970
1635769143956,2021-11-01T05:19:03.956,9.680,-0.206,0.175,-0.972
1635769143996,2021-11-01T05:19:03.996,9.720,-0.207,0.179,-0.971
1635769144036,2021-11-01T05:19:04.036,9.760,-0.206,0.177,-0.971
1635769144076,2021-11-01T05:19:04.076,9.800,-0.205,0.177,-0.972
1635769144116,2021-11-01T05:19:04.116,9.840,-0.207,0.177,-0.971
1635769144156,2021-11-01T05:19:04.156,9.880,-0.206,0.178,-0.971
1635769144196,2021-11-01T05:19:04.196,9.920,-0.207,0.178,-0.972
1635769144236,2021-11-01T05:19:04.236,9.960,-0.207,0.177,-0.971
1635769144276,2021-11-01T05:19:04.276,10.000,-0.206,0.177,-0.972
1635769144316,2021-11-01T05:19:04.316,10.040,-0.207,0.177,-0.971
1635769144356,2021-11-01T05:19:04.356,10.080,-0.206,0.178,-0.971
1635769144396,2021-11-01T05:19:04.396,10.120,-0.206,0.178,-0.971
1635769144436,2021-11-01T05:19:04.436,10.160,-0.206,0.178,-0.972
1635769144476,2021-11-01T05:19:04.476,10.200,-0.206,0.178,-0.970
1635769144516,2021-11-01T05:19:04.516,10.240,-0.207,0.176,-0.971
1635769144556,2021-11-01T05:19:04.556,10.280,-0.206,0.177,-0.972
1635769144596,2021-11-01T05:19:04.596,10.320,-0.207,0.177,-0.971
1635769144636,2021-11-01T05:19:04.636,10.360,-0.206,0.179,-0.971
1635769144676,2021-11-01T05:19:04.676,10.400,-0.206,0.178,-0.972
1635769144716,2021-11-01T05:19:04.716,10.440,-0.207,0.177,-0.971
1635769144756,2021-11-01T05:19:04.756,10.480,-0.207,0.177,-0.971
1635769144796,2021-11-01T05:19:04.796,10.520,-0.206,0.178,-0.971
1635769144836,2021-11-01T05:19:04.836,10.560,-0.207,0.178,-0.971
1635769144876,2021-11-01T05:19:04.876,10.600,-0.207,0.178,-0.973
1635769144916,2021-11-01T05:19:04.916,10.640,-0.207,0.179,-0.971
1635769144956,2021-11-01T05:19:04.956,10.680,-0.206,0.180,-0.971
1635769144996,2021-11-01T05:19:04.996,10.720,-0.207,0.178,-0.972
1635769145036,2021-11-01T05:19:05.036,10.760,-0.207,0.180,-0.969
1635769145076,2021-11-01T05:19:05.076,10.800,-0.206,0.178,-0.971
1635769145116,2021-11-01T05:19:05.116,10.840,-0.207,0.179,-0.972
1635769145156,2021-11-01T05:19:05.156,10.880,-0.208,0.179,-0.971
1635769145196,2021-11-01T05:19:05.196,10.920,-0.207,0.178,-0.972
1635769145236,2021-11-01T05:19:05.236,10.960,-0.207,0.179,-0.972
1635769145276,2021-11-01T05:19:05.276,11.000,-0.207,0.179,-0.971
1635769145316,2021-11-01T05:19:05.316,11.040,-0.207,0.179,-0.971
1635769145356,2021-11-01T05:19:05.356,11.080,-0.207,0.180,-0.972
1635769145396,2021-11-01T05:19:05.396,11.120,-0.208,0.178,-0.970
1635769145436,2021-11-01T05:19:05.436,11.160,-0.208,0.178,-0.970
1635769145476,2021-11-01T05:19:05.476,11.200,-0.208,0.179,-0.971
1635769145516,2021-11-01T05:19:05.516,11.240,-0.207,0.178,-0.970
1635769145556,2021-11-01T05:19:05.556,11.280,-0.207,0.179,-0.972
1635769145596,2021-11-01T05:19:05.596,11.320,-0.208,0.179,-0.970
1635769145636,2021-11-01T05:19:05.636,11.360,-0.207,0.179,-0.970
1635769145676,2021-11-01T05:19:05.676,11.400,-0.206,0.179,-0.971
1635769145716,2021-11-01T05:19:05.716,11.440,-0.207,0.181,-0.971
1635769145756,2021-11-01T05:19:05.756,11.480,-0.208,0.179,-0.971
1635769145796,2021-11-01T05:19:05.796,11.520,-0.207,0.178,-0.971
1635769145836,2021-11-01T05:19:05.836,11.560,-0.206,0.180,-0.971
1635769145876,2021-11-01T05:19:05.876,11.600,-0.207,0.179,-0.970
1635769145916,2021-11-01T05:19:05.916,11.640,-0.206,0.179,-0.972
1635769145956,2021-11-01T05:19:05.956,11.680,-0.207,0.178,-0.970
1635769145996,2021-11-01T05:19:05.996,11.720,-0.207,0.179,-0.970
1635769146036,2021-11-01T05:19:06.036,11.760,-0.207,0.180,-0.971
1635769146076,2021-11-01T05:19:06.076,11.800,-0.207,0.178,-0.971
1635769146116,2021-11-01T05:19:06.116,11.840,-0.206,0.178,-0.971
1635769146156,2021-11-01T05:19:06.156,11.880,-0.206,0.179,-0.971
1635769146196,2021-11-01T05:19:06.196,11.920,-0.207,0.180,-0.970
1635769146236,2021-11-01T05:19:06.236,11.960,-0.207,0.178,-0.971
1635769146276,2021-11-01T05:19:06.276,12.000,-0.206,0.180,-0.971
1635769146316,2021-11-01T05:19:06.316,12.040,-0.207,0.177,-0.972
1635769146356,2021-11-01T05:19:06.356,12.080,-0.207,0.177,-0.972
1635769146396,2021-11-01T05:19:06.396,12.120,-0.206,0.178,-0.969
1635769146436,2021-11-01T05:19:06.436,12.160,-0.205,0.177,-0.971
1635769146476,2021-11-01T05:19:06.476,12.200,-0.207,0.177,-0.971
1635769146516,2021-11-01T05:19:06.516,12.240,-0.208,0.176,-0.970
1635769146556,2021-11-01T05:19:06.556,12.280,-0.206,0.177,-0.971
1635769146596,2021-11-01T05:19:06.596,12.320,-0.206,0.177,-0.971
1635769146636,2021-11-01T05:19:06.636,12.360,-0.206,0.177,-0.972
1635769146676,2021-11-01T05:19:06.676,12.400,-0.207,0.175,-0.971
1635769146716,2021-11-01T05:19:06.716,12.440,-0.208,0.178,-0.970
1635769146756,2021-11-01T05:19:06.756,12.480,-0.207,0.176,-0.971
1635769146796,2021-11-01T05:19:06.796,12.520,-0.208,0.175,-0.972
1635769146836,2021-11-01T05:19:06.836,12.560,-0.206,0.178,-0.971
1635769146876,2021-11-01T05:19:06.876,12.600,-0.207,0.176,-0.971
1635769146916,2021-11-01T05:19:06.916,12.640,-0.208,0.175,-0.970
1635769146956,2021-11-01T05:19:06.956,12.680,-0.206,0.177,-0.971
1635769146996,2021-11-01T05:19:06.996,12.720,-0.206,0.175,-0.971
1635769147036,2021-11-01T05:19:07.036,12.760,-0.208,0.177,-0.971
1635769147076,2021-11-01T05:19:07.076,12.800,-0.208,0.175,-0.972
1635769147116,2021-11-01T05:19:07.116,12.840,-0.208,0.176,-0.971
1635769147156,2021-11-01T05:19:07.156,12.880,-0.207,0.176,-0.972
1635769147196,2021-11-01T05:19:07.196,12.920,-0.207,0.177,-0.972
1635769147236,2021-11-01T05:19:07.236,12.960,-0.209,0.176,-0.971
1635769147276,2021-11-01T05:19:07.276,13.000,-0.207,0.175,-0.972
1635769147316,2021-11-01T05:19:07.316,13.040,-0.207,0.176,-0.973
1635769147356,2021-11-01T05:19:07.356,13.080,-0.208,0.175,-0.971
1635769147396,2021-11-01T05:19:07.396,13.120,-0.206,0.180,-0.969
1635769147436,2021-11-01T05:19:07.436,13.160,-0.206,0.177,-0.970
1635769147476,2021-11-01T05:19:07.476,13.200,-0.207,0.176,-0.974
1635769147516,2021-11-01T05:19:07.516,13.240,-0.207,0.178,-0.970
1635769147556,2021-11-01T05:19:07.556,13.280,-0.207,0.178,-0.971
1635769147596,2021-11-01T05:19:07.596,13.320,-0.207,0.177,-0.972
1635769147636,2021-11-01T05:19:07.636,13.360,-0.207,0.174,-0.971
1635769147676,2021-11-01T05:19:07.676,13.400,-0.207,0.178,-0.971
1635769147716,2021-11-01T05:19:07.716,13.440,-0.206,0.177,-0.972
1635769147756,2021-11-01T05:19:07.756,13.480,-0.207,0.176,-0.971
1635769147796,2021-11-01T05:19:07.796,13.520,-0.208,0.176,-0.970
1635769147836,2021-11-01T05:19:07.836,13.560,-0.207,0.176,-0.972
1635769147876,2021-11-01T05:19:07.876,13.600,-0.205,0.175,-0.971
1635769147916,2021-11-01T05:19:07.916,13.640,-0.206,0.174,-0.971
1635769147956,2021-11-01T05:19:07.956,13.680,-0.207,0.175,-0.972
1635769147996,2021-11-01T05:19:07.996,13.720,-0.207,0.176,-0.973
1635769148036,2021-11-01T05:19:08.036,13.760,-0.205,0.175,-0.972
1635769148076,2021-11-01T05:19:08.076,13.800,-0.206,0.175,-0.972
1635769148116,2021-11-01T05:19:08.116,13.840,-0.205,0.174,-0.972
1635769148156,2021-11-01T05:19:08.156,13.880,-0.209,0.178,-0.970
1635769148196,2021-11-01T05:19:08.196,13.920,-0.208,0.176,-0.971
1635769148236,2021-11-01T05:19:08.236,13.960,-0.210,0.165,-0.973
1635769148276,2021-11-01T05:19:08.276,14.000,-0.211,0.175,-0.971
1635769148316,2021-11-01T05:19:08.316,14.040,-0.207,0.171,-0.973
1635769148356,2021-11-01T05:19:08.356,14.080,-0.207,0.174,-0.971
1635769148396,2021-11-01T05:19:08.396,14.120,-0.207,0.172,-0.971
1635769148436,2021-11-01T05:19:08.436,14.160,-0.207,0.170,-0.973
1635769148476,2021-11-01T05:19:08.476,14.200,-0.209,0.163,-0.974
